0,225,0.0,225.0
1,225,1.0,225.0
2,225,2.0,225.0
3,225,3.0,225.0
4,225,4.0,225.0
5,225,5.0,225.0
6,225,6.0,225.0
7,225,7.0,225.0
8,225,8.0,225.0
9,225,9.0,225.0
10,225,10.0,225.0
11,225,11.0,225.0
12,225,12.0,225.0
13,225,13.0,225.0
14,225,14.0,225.0
15,225,15.0,225.0
16,225,16.0,225.0
17,225,17.0,225.0
18,225,18.0,225.0
19,225,19.0,225.0
20,225,20.0,225.0
21,225,21.0,225.0
22,225,22.0,225.0
23,225,23.0,225.0
24,225,24.0,225.0
25,225,25.0,225.0
26,225,26.0,225.0
27,225,27.0,225.0
28,225,28.0,225.0
29,225,29.0,225.0
30,225,30.0,225.0
31,225,31.0,225.0
32,225,32.0,225.0
33,225,33.0,225.0
34,225,34.0,225.0
35,225,35.0,225.0
36,225,36.0,225.0
37,225,37.0,225.0
38,225,38.0,225.0
39,225,39.0,225.0
40,225,40.0,225.0
41,225,41.0,225.0
42,225,42.0,225.0
43,225,43.0,225.0
44,225,44.0,225.0
45,225,45.0,225.0
46,225,46.0,225.0
47,225,47.0,225.0
48,225,48.0,225.0
49,225,49.0,225.0
50,225,50.0,225.0
51,225,51.0,225.0
52,225,52.0,225.0
53,225,53.0,225.0
54,225,54.0,225.0
55,225,55.0,225.0
56,225,56.0,225.0
57,225,57.0,225.0
58,225,58.0,225.0
59,225,59.0,225.0
60,225,60.0,225.0
61,225,61.0,225.0
62,225,62.0,225.0
63,225,63.0,225.0
64,225,64.0,225.0
65,225,65.0,225.0
66,225,66.0,225.0
67,225,67.0,225.0
68,225,68.0,225.0
69,225,69.0,225.0
70,225,70.0,225.0
71,225,71.0,225.0
72,225,72.0,225.0
73,225,73.0,225.0
74,225,74.0,225.0
75,225,75.0,225.0
76,225,76.0,225.0
77,225,77.0,225.0
78,225,78.0,225.0
79,225,79.0,225.0
80,225,80.0,225.0
81,225,81.0,225.0
82,225,82.0,225.0
83,225,83.0,225.0
84,225,84.0,225.0
85,225,85.0,225.0
86,225,86.0,225.0
87,225,87.0,225.0
88,225,88.0,225.0
89,225,89.0,225.0
90,225,90.0,225.0
91,225,91.0,225.0
92,225,92.0,225.0
93,225,93.0,225.0
94,225,94.0,225.0
95,225,95.0,225.0
96,225,96.0,225.0
97,225,97.0,225.0
98,225,98.0,225.0
99,225,99.0,225.0
100,225,100.0,225.0
101,225,101.0,225.0
